Date,City,State,Country,Shape,Duration,Summary,Posted,Images,ReportNum,Location,Latitude,Longitude
9/12/2022 9:25,Mount Airy,NC,USA,Disk,Around 30 seconds,Strange object flying in a field.,10/8/2022,,1153,"Mount Airy, NC",36.4999641,-80.6053793
9/12/2022 4:31,San Diego,CA,USA,Unknown,~5-7 minutes,Not clusters from starlink satellites nor aircraft but very high and nearby flying and all emitting light. Came close then parted .,10/8/2022,,1154,"San Diego, CA",32.715738,-117.1610838
9/11/2022 23:22,Monks Corner,SC,USA,Oval,greater than 10 minutes,"an oval, double disk, with green & red lights lights appeared near full moon and Jupiter.",10/8/2022,,1155,"Monks Corner, SC",33.1960027,-80.0131374
9/11/2022 21:30,Lakeville,MN,USA,Sphere,13-15 seconds,Spherical Object UFO Sighting,10/8/2022,,1156,"Lakeville, MN",44.6496868,-93.24272
9/11/2022 21:16,Lubbock,TX,USA,Chevron,30 seconds,"V-shaped object with about 8-10 dim white lights passed southbound directly over Lubbock, Texas.",10/8/2022,,1157,"Lubbock, TX",33.5778631,-101.8551665
9/11/2022 20:35,Thornton,CO,USA,Circle,"a few minutes, 3 passes",4 orange shapes moving through the night sky,10/8/2022,,1158,"Thornton, CO",39.8680412,-104.9719243
9/11/2022 20:30,Miami Beach,FL,USA,Triangle,3-4 min,"1craft was definitely triangle, the other was just a bright light.",10/8/2022,,1159,"Miami Beach, FL",25.790654,-80.1300455
9/11/2022 20:09,waterville,ME,USA,Light,approximately 7 secs.,we observed a red light appeared descending downward then changed to green/blue then ascended about 5 ft above the building and faded,10/8/2022,,1160,"waterville, ME",44.5520105,-69.6317121
9/11/2022 19:50,Oilton,OK,USA,Changing,Approximately 15 seconds,The object seemed to change shape and was a single light,10/8/2022,Yes,1161,"Oilton, OK",36.0845119,-96.5836317
9/11/2022 19:05,Albuquerque,NM,USA,Cylinder,About 1 minute,Black donut shaped craft,10/8/2022,,1162,"Albuquerque, NM",35.0843859,-106.650422
9/11/2022 18:20,Tuttle,OK,USA,Triangle,1 min.,Very large metal shinning the reflection of sun triangle UFO.,10/8/2022,,1163,"Tuttle, OK",35.2908947,-97.8122658
9/11/2022 18:20,Molino,FL,USA,Cigar,Appx five minutes,Looking out to the West sky a large iridescent bright UFO moving slowly across the sky,10/8/2022,,1164,"Molino, FL",30.7240791,-87.3141422
9/11/2022 17:58,Waterbury,CT,USA,Sphere,50 seconds,Very large orange orb .it went dark and at point its was only visible with the phone camera not the naked eye,10/8/2022,Yes,1165,"Waterbury, CT",41.5581525,-73.0514965
9/11/2022 12:16,Jericho,NY,USA,Changing,Approx. 10-15 minutes,Looking up in the parking lot,10/8/2022,,1166,"Jericho, NY",40.7920441,-73.5398476
9/11/2022 7:20,Anoka,MN,USA,Disk,12 minutes,I witnessed a suspicious aircraft in air and captured it on video.,10/8/2022,Yes,1167,"Anoka, MN",45.1977428,-93.3871758
9/11/2022 6:02,Riviera Beach,FL,USA,Cigar,45 seconds,Bright yellow orange cigar or cylindrical object appeared at the horizon.,10/8/2022,Yes,1168,"Riviera Beach, FL",26.7753405,-80.0580969
9/11/2022 5:30,palm bay,FL,USA,Cigar,8mins,very large craft cigar shape,10/8/2022,Yes,1169,"palm bay, FL",28.0344621,-80.5886646
9/11/2022 5:20,North Topsail Beach,NC,USA,Cylinder,20 seconds,Large and easily seen in vertical position covered on white lights like dots,10/8/2022,,1170,"North Topsail Beach, NC",34.4901665,-77.43163
9/11/2022 0:30,Hartselle,AL,USA,Sphere,1hr 30min,"Two very bright bright white spheres one more so than the other. Both shape shifted. One to the west, and one adjacent to the moon",10/8/2022,Yes,1172,"Hartselle, AL",34.4434282,-86.9352842
9/10/2022 23:00,Saint peters,MO,USA,Triangle,15 minutes,Bright triangle shape flying around,10/8/2022,Yes,1173,"Saint peters, MO",38.7874699,-90.6298922
9/10/2022 23:00,Quincy,IL,USA,Light,Hour,Got a still video picture of our star gazing.,10/8/2022,Yes,1174,"Quincy, IL",39.9356016,-91.4098726
9/10/2022 22:45,Umatilla,FL,USA,Fireball,1 minute,Fireball flying upwards in the sky,10/8/2022,,1175,"Umatilla, FL",28.9294316,-81.6656305
9/10/2022 21:10,Lake City,FL,USA,Circle,Roughly one minute,"Looking South,Southeast wait for Space X to launch",10/8/2022,,1176,"Lake City, FL",30.1896756,-82.6392899
9/10/2022 20:36,Oak Grove,AR,USA,Light,3 Seconds,A bright yellow light formed above the tree line and shot straight up and disappeared.,10/8/2022,,1177,"Oak Grove, AR",36.4561544,-93.4360761
9/10/2022 20:00,Outer Benson/ Texas Canyon/ Sibyl,AZ,USA,Fireball,Hours,Very large portion off mountain glowing will not believe when we got closer!,10/8/2022,Yes,1178,"Outer Benson/ Texas Canyon/ Sibyl, AZ",32.0045266,-110.1392363
9/10/2022 20:00,Skykomish,WA,USA,Light,3 minutes,Red orb photographed slowly moving west at about 300',12/22/2022,Yes,1179,"Skykomish, WA",47.7092746,-121.3601014
9/10/2022 19:30,WESTLAKE,OH,USA,Light,1-2 s,Fast large lights in night sky,10/8/2022,,1180,"WESTLAKE, OH",41.4553232,-81.9179173
9/10/2022 18:41,Castle Rock,WA,USA,Cross,1 minute video,Took a video of the sun against the smokey sky and saw a quick black object,10/8/2022,Yes,1181,"Castle Rock, WA",46.275111,-122.9076141
9/10/2022 18:20,Owensboro,KY,USA,Formation,10 minutes,Cluster formation erratic movement and finally came to standstill and consolidated,10/8/2022,,1182,"Owensboro, KY",37.7719074,-87.1111676
9/10/2022 13:35,Cocoa Beach,FL,USA,Changing,photos of a ufo over NASA,We didn’t see it in the sky. No sound. No one on the beach seemed to notice.,10/8/2022,Yes,1183,"Cocoa Beach, FL",28.3200067,-80.6075513
9/10/2022 6:25,Logan Township,NJ,USA,Changing,1 minute,I looked up toward South West and I though I saw a plane but there was no sound. I grabbed my phone and started shooting.,12/22/2022,Yes,1184,"Logan Township, NJ",39.7847179,-75.349185
9/10/2022 1:00,Saint Peters,MO,USA,Unknown,"10 minutes, maybe longer",Bright light surrounded by light orb moving in zigzags and swirls slowly & quickly. Stopped quickly. Stayed perfectly still at times.,10/8/2022,,1185,"Saint Peters, MO",38.7874699,-90.6298922
9/9/2022 22:10,Ocean City,NJ,USA,Changing,Observed for 10 minutes,Observed an object alternating Red and Green light,10/8/2022,,1186,"Ocean City, NJ",39.2776156,-74.5746001
9/9/2022 20:15,Evansville,IN,USA,Triangle,Around 2 minutes,2 objects came from east to west.,10/8/2022,,1188,"Evansville, IN",37.9715592,-87.5710898
9/9/2022 19:34,Edmond,OK,USA,Other,5 to 7 minutes,"Very bright white, much slower that a jet",10/8/2022,,1189,"Edmond, OK",35.6528323,-97.4780954
9/9/2022 18:58,Laurel,MS,USA,Oval,20,Onject as bright as the sun.,10/8/2022,,1190,"Laurel, MS",31.6940509,-89.1306124
9/9/2022 18:55,Libertyville,IL,USA,Other,,Corner of Rockland Rd and Milwaukee Ave on Sept 9 2022 at approximately 6:55pmin in Libertyville IL,10/8/2022,,1191,"Libertyville, IL",42.2830786,-87.9531303
9/9/2022 17:45,"Chicago , montrose harbor",IL,USA,Triangle,20 min,Three pointed star fish shaped craft with fire underneath very high above airlines coming in over the lake stood there and did not move,10/8/2022,,1192,"Chicago , montrose harbor, IL",41.9608174,-87.6364021
9/9/2022 14:28,Los Lunas,NM,USA,Oval,3 Minutes,Amazing close-up photo of this aerial phenomena,10/8/2022,Yes,1193,"Los Lunas, NM",34.806166,-106.7333599
9/9/2022 6:00,Huntington Beach,CA,USA,Circle,2 minutes,Having coffee in my back yard,10/8/2022,,1194,"Huntington Beach, CA",33.6594835,-117.9988026
9/9/2022 2:15,Los lunas,NM,USA,Oval,3min,You better check out my photo it’s pretty good,10/8/2022,Yes,1195,"Los lunas, NM",34.806166,-106.7333599
9/9/2022 1:09,Pearl City,HI,USA,Star,Several minutes and years,Saw the crafts moving across sky.,10/8/2022,,1196,"Pearl City, HI",21.3910364,-157.9715193
9/9/2022 0:30,Bradenton,FL,USA,Star,Around four hours,They come from all directions to one location then head out in a group,10/8/2022,,1197,"Bradenton, FL",27.4989278,-82.5748194
9/9/2022 0:11,East Stroudsburg,PA,USA,Star,60 seconds,Two stars moving slowly one got very bright then both disappeared,10/8/2022,,1198,"East Stroudsburg, PA",41.0030522,-75.1817547
9/8/2022 21:00,Mount Joy,PA,USA,Light,Approximately 10 minutes,3 or 4 lights moving at high speeds,10/8/2022,,1199,"Mount Joy, PA",40.109818,-76.5032996
9/8/2022 21:00,Fyffe,AL,USA,Circle,Still in sky,Spinning circular with red n yellow flashing lights,10/8/2022,,1200,"Fyffe, AL",34.446755,-85.9041395
9/8/2022 20:43,Kearney,MO,USA,Light,3 mins,An unusual flashing light,10/8/2022,,1201,"Kearney, MO",39.3677802,-94.3621703
9/8/2022 20:40,Taunton,MA,USA,Other,30 seconds,I saw a crescent shaped yellow white object spinning downward then it faded into the sky,10/8/2022,,1202,"Taunton, MA",41.900101,-71.0897674
9/8/2022 19:58,Farmington,MO,USA,Star,3 minutes,Bright yellow Light moving at steady speed across field.,10/8/2022,,1203,"Farmington, MO",37.7808846,-90.4217895
9/8/2022 18:20,Lancaster,PA,USA,Sphere,Around 7 seconds,White Sphere,10/8/2022,,1204,"Lancaster, PA",40.0378755,-76.3055144
9/8/2022 8:30,Palm Beach Gardens,FL,USA,Sphere,5 mins,glowing disk surrounded by a white aura and moving slowly,10/8/2022,Yes,1205,"Palm Beach Gardens, FL",26.8396096,-80.1019144
9/8/2022 6:25,Jamaica,VA,USA,Star,10 minutes,Saw one stationary star-shaped object and two others that disappeared when I glanced at them.,10/8/2022,Yes,1206,"Jamaica, VA",37.7151407,-76.6941246
9/8/2022 6:24,Griffin,GA,USA,Unknown,1 1/2 hours,I zoomed in on the picture & captured the real image that was hovering over the neighborhood.,12/22/2022,Yes,1207,"Griffin, GA",33.2467807,-84.2640904
9/8/2022 4:30,Reading,PA,USA,Circle,1 hour,This was pulsing multi colored lights,10/8/2022,,1208,"Reading, PA",40.3356483,-75.9268747
9/8/2022 1:30,Gatlinburg,TN,USA,Disk,15 mins,Bright round light appeared and disappeared shot into atmosphere then a bolt of lightning lit up sky,9/9/2022,,1209,"Gatlinburg, TN",35.714259,-83.5101638
9/7/2022 23:13,Manhattan,NY,USA,Changing,9:00pm~through 2:00 am,Irrefutable,10/8/2022,Yes,1210,"Manhattan, NY",40.7830603,-73.9712488
9/7/2022 23:00,andrews,NC,USA,Changing,we watched for 30 minutes,my sister and i both videoed at the same time,10/8/2022,Yes,1211,"andrews, NC",35.2017549,-83.8240667
9/7/2022 19:45,Mobile,AL,USA,Light,10 minutes,"Red lights one after the other, quiet following same pattern in sky from north to east. Three at one time side by side then single fil",10/8/2022,,1212,"Mobile, AL",30.6953657,-88.0398912
9/7/2022 19:30,Pendleton,OR,USA,Light,60 seconds,"Bright light over a hill around twilight. Thought was star or venus but it moved straight up at a steady pace, almost like a distant r",10/8/2022,,1213,"Pendleton, OR",45.672075,-118.7885967
9/7/2022 8:10,Wappingers falls,NY,USA,Cigar,3 minutes while deiving,Large cigar shaped object made up of 5 or 6 spheres,9/9/2022,Yes,1214,"Wappingers falls, NY",41.5964825,-73.91097
9/7/2022 6:35,Ft Lauderdale,FL,USA,Circle,A split second,Huge ufo craft above,10/8/2022,Yes,1215,"Ft Lauderdale, FL",26.1224386,-80.1373174
9/7/2022 6:35,Miramar,FL,USA,Oval,A split second,at a red light,10/8/2022,Yes,1216,"Miramar, FL",25.9860762,-80.3035602
9/7/2022 5:00,Tucson,AZ,USA,Formation,2 -3 mins,a straight line of 70-100 (maybe more) lights in the sky moving silently,9/9/2022,,1217,"Tucson, AZ",32.2539787,-110.9741769
9/7/2022 3:30,Tehachapi,CA,USA,Triangle,From 3:30 am to 530 am,I saw what I thought was a very bright and close airplane but it was not moving.,10/8/2022,Yes,1218,"Tehachapi, CA",35.1321877,-118.4489739
9/7/2022 0:00,Richmond,VA,USA,Sphere,1-2 seconds,"A bright white object appeared in the sky, then shot straight up into the air leaving a bright tail, then everything disappeared.",9/9/2022,,1219,"Richmond, VA",37.5407246,-77.4360481
9/6/2022 23:45,Brookhaven,GA,USA,Cylinder,Slow and low maybe 1 min,Very low flying large object. You could hear a hum. Rounded nose cylindrical slight flare near tail. Belly was dark with white area.,9/9/2022,,1220,"Brookhaven, GA",33.8650186,-84.3371266
9/6/2022 23:44,Los Gatos,CA,USA,Oval,3 seconds,White high-speed tik-tak seen in night sky.,9/9/2022,,1221,"Los Gatos, CA",37.2358078,-121.9623751
9/6/2022 22:25,Midland,TX,USA,Fireball,45 seconds to 1 minute.,I noticed NE of my house an orange ball of light headed SW.,9/9/2022,,1222,"Midland, TX",31.9973456,-102.0779146
9/6/2022 22:00,Glenn’s ferry,ID,USA,Light,Approximately 5-8 minutes,"Several lights, that lit up one at a time, flew up, dimmed out..NOT STARLINK",9/9/2022,,1223,"Glenn’s ferry, ID",42.9548989,-115.3009037
9/6/2022 21:30,Rogersville,TN,USA,Light,10min,"we have 10min video but i cant send it says to big (33mb), i downloaded to laptop from phone on itunes",10/8/2022,,1224,"Rogersville, TN",36.407317,-83.0054423
9/6/2022 20:11,Chokio,MN,USA,Light,5-7 mins,Fireball looking thing appeared on the west sky,10/8/2022,Yes,1225,"Chokio, MN",45.5758333,-96.1730556
9/6/2022 19:44,Huntington Beach,CA,USA,Light,2 minutes,Sitting in my back yard and noticed a light coming out of the clouds.,10/8/2022,,1226,"Huntington Beach, CA",33.6594835,-117.9988026
9/6/2022 19:42,Santa Moinca,CA,USA,Diamond,8 seconds,"4 white lights in a diamond shape, expanded, contracted and flew towards the ocean.",10/8/2022,,1227,"Santa Moinca, CA",34.0194543,-118.4911912
9/6/2022 19:40,Lago vista,TX,USA,Circle,20-25 minutes,Was near the house again,9/9/2022,,1228,"Lago vista, TX",30.4601975,-97.9883477
9/6/2022 19:10,PRICE,UT,USA,Rectangle,about two minutes,"UFO Sighting by two 5th graders - large square shape, erratic movements, in evening sky above Price Utah",9/9/2022,Yes,1229,"PRICE, UT",39.5994095,-110.8107148
9/6/2022 4:40,Santa Monica,CA,USA,Circle,30 minutes,I spinning craft that was hovering for a long time with unusual bursts of light and changing colors,9/9/2022,Yes,1230,"Santa Monica, CA",34.0194543,-118.4911912
9/6/2022 4:40,Santa Monica,CA,USA,Circle,30 minutes,I took videos and photos of a ufo that was spinning and hovering with unusual lights that changed color and bursted,9/9/2022,Yes,1231,"Santa Monica, CA",34.0194543,-118.4911912
9/6/2022 3:20,Phoenix,AZ,USA,Formation,2 to 3 seconds,Saw at least 15 orange/yellow ball of light (may be more) formed together moving horizontally,9/9/2022,,1232,"Phoenix, AZ",33.4483771,-112.0740373
9/6/2022 2:36,Rocklin,CA,USA,Rectangle,2 minutes,Object changed from half Oval to Rectangle.,10/8/2022,,1233,"Rocklin, CA",38.7907339,-121.2357828
9/6/2022 1:25,Irvine,CA,USA,Light,minute or two,Big light in the sky changing colors.,9/9/2022,Yes,1234,"Irvine, CA",33.6845673,-117.8265049
9/6/2022 1:18,Huntington Beach,CA,USA,Star,5 minutes,It came from SW Direction heading NE with wrapping flashing lights that change colors every so often.,10/8/2022,,1235,"Huntington Beach, CA",33.6594835,-117.9988026
9/6/2022 1:18,Huntington Beach,CA,USA,Light,Five minutes,Rapid blinking of light,10/8/2022,,1236,"Huntington Beach, CA",33.6594835,-117.9988026
9/5/2022 22:30,Middletown,OH,USA,Light,"30 seconds, maybe less","Incredibly bright flash, small sphere of light in distant sky streaks off",10/8/2022,,1237,"Middletown, OH",39.5150576,-84.3982763
9/5/2022 13:00,Near Portland,OR,USA,Oval,30 seconds,Saw a fast flying oval not far from where I was.,9/9/2022,,1240,"Near Portland, OR",45.515232,-122.6783853
9/5/2022 12:51,??,NC,USA,Cigar,5 minutes,"Was on jetblue going to Florida. Was at 30,000 feet in the air.",12/22/2022,Yes,1241,"??, NC",35.7595731,-79.0192997
9/5/2022 12:45,Friday harbor,WA,USA,Light,3 seconds,UFO appears briefly behind a high altitude south bound jet.,9/9/2022,,1242,"Friday harbor, WA",48.5342662,-123.0171242
9/5/2022 10:42,Indiatlantic,FL,USA,Circle,"Photo, unknown at time ta","Mom took a photo and unknown to her at the time, people were looking at an unidentified object",12/22/2022,Yes,1243,"Indiatlantic, FL",28.0894599,-80.5656079
9/5/2022 6:13,Satsuma,FL,USA,Cylinder,A minute or two I'm guess,Cylindrical object spotted while sky watching.,12/22/2022,Yes,1244,"Satsuma, FL",29.5549701,-81.6559137
9/5/2022 6:12,Casper,WY,USA,Cigar,2min.,"White, glowing cigar shaped object",9/9/2022,,1245,"Casper, WY",42.848709,-106.2980824
9/5/2022 5:15,Lees Summit,MO,USA,Other,around 5 to 7 minutes,Lights in Sky,9/9/2022,,1246,"Lees Summit, MO",38.9108408,-94.3821724
9/5/2022 5:13,Foley,AL,USA,Rectangle,Two minutes,Non-moving rectangular row of lights,9/9/2022,Yes,1247,"Foley, AL",30.4065868,-87.6835974
9/5/2022 4:41,Gardnerville,NV,USA,Cigar,45 seconds approx,"Cigar shaped, translucent, moving white lights. Moving west to east on a very northern horizon. Able to take 2 photos.",10/8/2022,Yes,1248,"Gardnerville, NV",38.9412959,-119.7496216
9/5/2022 4:41,Burnsville,MS,USA,Other,Thirteen seconds,I was just flying my drone over the waterway in Burnsville and noticed nothing unusual until later on when going through videos.,12/22/2022,,1249,"Burnsville, MS",34.8406453,-88.3147665
9/5/2022 4:15,Dartmouth,MA,USA,Cigar,5-10 minutes,Long bright light Almost stationary then moving at a steady pace.,9/9/2022,Yes,1250,"Dartmouth, MA",41.6130323,-70.9704787
9/4/2022 23:30,Mondovi,WI,USA,Circle,30 min,"Light above trees moving erratically, but also purposefully. We watched the craft ascend and descend and fly circles around the treetop",9/9/2022,,1251,"Mondovi, WI",44.5677422,-91.6709927
9/4/2022 22:48,Apple valley,CA,USA,Light,2 seconds,Recorded bright glowing craft shoot up from ground at an angle to the clouds and then level off at high rate of speed,9/9/2022,,1252,"Apple valley, CA",34.5008311,-117.1858759
9/4/2022 22:25,Wilmington,NC,USA,Circle,1 minute,Bright orange fire ball like light falling from sky then light disappears completely. Look left and see a silver disc moving slowly,9/9/2022,,1253,"Wilmington, NC",34.2103894,-77.8868117
9/4/2022 22:24,Louisburg,NC,USA,Other,About one minute,Kind of a V shape with a dull orange glow. It was very large and slowly moving.,9/9/2022,Yes,1254,"Louisburg, NC",36.0990393,-78.301106
